Name,Platform
Blues Brothers 2000,N64
Metal Max 2 Reloaded,DS
All Star Tennis 99,N64
Hercules: The Legendary Journeys,N64
Dual Heroes,N64
Fighter Destiny 2,N64
Chameleon Twist 2,N64
Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,DS
PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,PS2
Winning Post World,PS3
Arx Fatalis,XB
Slam Dunk SD Heat Up!!,SNES
My Body Coach,Wii
Steins;Gate 0,PS4
Adventure Time: Finn & Jake Investigations,XOne
Dead in the Water,PS
Winning Post 7 2013,PS3
DiRT 2,PC
Detective Conan: Prelude from the Past,DS
Dr. Seuss: Green Eggs and Ham,GBA
Sea Monsters: A Prehistoric Adventure,Wii
Atelier Rorona: Alchemist of Arland,PSV
Guilty Gear Dust Strikers,DS
Dark Summit,GC
Singularity,PC
Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,DS
George of the Jungle and the Search for the Secret,DS
Turbo Turtle Adventure,GBA
Sengoku Basara 4: Sumeragi,PS4
"Warhammer 40,000: Dawn of War",PC
Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,PSP
Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,SNES
Corpse Party: Blood Covered - Repeated Fear,PSP
The Lost Treasures of Alexandria,DS
Chronicles of the Sword,PS
Hail to the Chimp,PS3
The Lost Vikings,GBA
Keiba Eight Special,SNES
Yaiba: Ninja Gaiden Z,X360
Harukanaru Toki no Naka de 3,PS2
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GC
Need for Speed Carbon,PC
Reel Fishing: The Great Outdoors,PSP
Assassin's Creed: Altair's Chronicles,DS
Pirates vs Ninja Dodgeball,Wii
Guild 01,3DS
The History Channel: Great Battles - Medieval,PS3
Nike+ Kinect Training,X360
Durarara!! 3-way Standoff,PSP
Ty the Tasmanian Tiger 3: Night of the Quinkan,GBA
Cartoon Network Racing,DS
Tokimeki Memorial Girl's Side 2nd Kiss,PS2
Fushigi no Dungeon: Fuurai no Shiren 3 Portable,PSP
Active Life: Magical Carnival,Wii
Hokuto no Ken,PS2
Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),DS
Stretch Panic,PS2
Empire Earth,PC
Chousoku Henkei Gyrozetter: Albatross no Tsubasa,3DS
Baku Baku,SAT
Pro Cycling Manager 2016,PS4
SD Gundam: Over Galaxian,PS
Rogue Ops,GC
Smart Kid's Party Fun Pak,DS
MXGP 2,XOne
Virtua Tennis 3,X360
BeatMania IIDX 3rd Style,PS2
Yu-Gi-Oh! World Championship 2007,DS
Hummer Badlands,PS2
Freelancer,PC
Woody Woodpecker: Escape from Buzz Buzzard Park,PS2
Operation Flashpoint: Dragon Rising,PC
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",PS2
Furu Furu Park,Wii
Monster Band,DS
Alter Echo,XB
BeatMania IIDX 4th Style: New Songs Collection,PS2
Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,DS
G1 Grand Prix,3DS
LEGO Indiana Jones 2: The Adventure Continues,PC
QUIZ PARTY,Wii
MTX Mototrax,PSP
Around the World in 80 Days,GBA
Houkago Shounen,DS
The Grim Adventures of Billy & Mandy,Wii
Classic Dungeon X2,PSP
Whirl Tour,GC
Sesame Street: Cookie's Counting Carnival,PC
Pinball Tycoon,GBA
Major League Baseball 2K11,PS2
Cartoon Network Block Party,GBA
Power Spike Pro Beach Volleyball,PS
White Album: Tsuzurareru Fuyu no Omoide,PS3
Harukanaru Toki no Naka de: Yumenoukihashi,DS
Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,PS
SD Gundam: Scad Hammers,Wii
Spitfire Heroes: Tales of the Royal Air Force,DS
Super Bust-A-Move,GBA
TNA iMPACT: Cross the Line,DS
Adventure Time: Explore the Dungeon Because I Don't Know!,PS3
ZooCube,GBA
Stunt GP,PS2
Wicked Monster Blast!,Wii
NBA 2K,DC
D.Gray-man: Kami no Shitotachi,DS
Bladestorm: Nightmare,XOne
Strikers 1945,SAT
World Series of Poker,GC
Jikkyou Oshaberi Parodius,SNES
Super Jinsei Game 2,SNES
Winter Sports 3: The Great Tournament,Wii
J-League Winning Eleven 2010: Club Championship,PS2
Johnny Bazookatone,PS
Beastly Frantic Foto,DS
Neverland Card Battles,PSP
Need for Speed Underground,PC
Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,3DS
Reign of Fire,GBA
Worms Reloaded,PC
StarCraft,PC
Koihime Musou,PS2
Nicktoons: Attack of the Toybots,DS
NBA 2K17,PS3
Blazing Souls: Accelate,PSP
Ms Saga: A New Dawn,PS2
Kekkon Zenya,SAT
Finny the Fish & the Seven Waters,PS2
Barnyard,GBA
Next Generation of Chaos,PS2
Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,DS
GrimGrimoire,PS2
J-League '96 Dream Stadium,SNES
Capcom vs. SNK: Millennium Fight 2000 Pro,DC
Golden Axe: The Duel,SAT
Crime Life: Gang Wars,XB
Tokimeki Memorial: Girls Side 1st Love,DS
Putty Squad,PSV
Rugby 2005,XB
Rock 'N Roll Racing,GBA
Taito Legends,XB
Far Cry,PC
Silhouette Mirage,PS
Dynasty Warriors Vol. 2,PSP
Treasure Report: Kikai Jikake no Isan,DS
Growlanser VI: Precarious World,PS2
Block Kuzushi,SNES
Boing! Docomodake DS,DS
American Bass Challenge,GBA
American Chopper 2: Full Throttle,GC
Secret Service,X360
Sword Art Online: Game Director's Edition,PS4
Ultimate Ghosts 'n Goblins (JP sales),PSP
Rugby 06,PS2
Fatal Frame II: Crimson Butterfly Director's Cut,XB
Deadliest Catch: Alaskan Storm,X360
2002 FIFA World Cup,GC
Colin McRae Rally 2005,XB
Kamen Rider: Battride War Genesis,PSV
Venus & Braves: Majo to Megami to Horobi no Yogen,PSP
Ship Simulator Extremes,PC
Zoop,PS
Powerful Golf,DS
Saiyuki: Journey West,PS
Detective Conan: Marionette Symphony,3DS
FIFA Soccer 10,PC
Amnesia Crowd,PSP
American Chopper 2: Full Throttle,XB
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,PS2
Monster Hunter Frontier Online,PS3
Ribbit King,GC
VR Soccer '96,PS
Smash Court Tennis 3,PSP
Diabolik Lovers,PSP
Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,DS
Summoner: A Goddess Reborn,GC
Saints Row: Gat out of Hell,PS4
Rock of the Dead,PS3
The Sims,PC
Wasteland 2,XOne
Cesar Millan's Dog Whisperer,DS
E.X. Troopers,PS3
Kiniro no Corda 2 Encore,PS2
Jewel Quest Mysteries,DS
Moon,DS
M&M's Adventure,DS
ESPN Great Outdoor Games Bass 2002,GBA
Soul Eater: Plot of Medusa,DS
Payday 2,PC
Grand Ages: Medieval,PC
Handball 16,PS3
Gummy Bears Mini Golf,DS
Company of Heroes,PC
Rock Band Country Track Pack 2,X360
Color Cross,DS
Gaist Crusher,3DS
Punch King,GBA
Silent Hunter: Wolves of the Pacific,PC
World Championship Pool 2004,PS2
V-Rally 3,GBA
The Dark Spire,DS
Kakuto Chojin,XB
Beyond Oasis,GEN
Forza Motorsport 3: Ultimate Edition,X360
Robotech: Invasion,XB
Wii de Asobu Chibi-Robo!,Wii
Romance of the Three Kingdoms VI: Awakening of the Dragon,PS
To Heart 2 DX Plus,PS3
Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,PSP
Naruto: Uzumaki Chronicles 2 (JP sales),PS2
Frogger: Ancient Shadow,GC
Snoopy vs the Red Baron,PSP
Jonah Lomu Rugby Challenge,PC
Pet Vet: Down Under,DS
World Series of Poker: Tournament of Champions 2007 Edition,Wii
National Geographic Challenge!,PS3
Raze's Hell,XB
Rain (2013),PS3
Billy the Wizard: Rocket Broomstick Racing,Wii
Pool Party,Wii
Microsoft Train Simulator,PC
Shin Megami Tensei NINE,XB
Magic Carpet,PS
Hoshigami: Ruining Blue Earth,PS
GunPey DS,DS
Cabela's African Safari,PSP
Wing Island,Wii
Utawarerumono: Itsuwari no Kamen,PS3
Clever Kids: Creepy Crawlies,DS
Supreme Commander,PC
NightCaster II: Equinox,XB
F1 2015,PC
SD Gundam G Generation World,Wii
Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,DS
Galaxy Racers,DS
Wonder World Amusement Park,Wii
Bubble Bobble Revolution,DS
Game of Thrones (Telltale),PS4
Time Crisis: Project Titan,PS
Ys: The Ark of Napishtim,PSP
Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,DS
Crusader: No Remorse,PS
Black & Bruised,GC
MiniCopter: Adventure Flight,Wii
Shaun the Sheep,DS
Fast & Furious: Showdown,X360
World Championship Poker: Featuring Howard Lederer - All In,X360
Test Drive: Ferrari Legends,X360
Tom Clancy's Rainbow Six: Lockdown,GC
FIFA Manager 12,PC
Full Spectrum Warrior: Ten Hammers,XB
River City Soccer Hooligans,DS
Shin Hayarigami,PSV
TMNT,DS
Turok: Dinosaur Hunter,N64
Puyo Puyo Tetris,PSV
Taiko no Tatsujin Portable 2,PSP
Gitaroo Man,PS2
Super Bubble Pop,GC
Mafia,PC
Rapala Fishing Frenzy 2009,X360
Ride to Hell,PS3
Arctic Tale,Wii
Balloon Pop,Wii
XBLAZE Code: Embryo,PSV
Black Mirror 2,PC
Time Travelers,PSV
Amnesia Later,PSP
B-Boy,PSP
Cocoto Kart Racer,DS
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PSV
Intellivision Lives!,XB
Crazy Chicken: Atlantis Quest,DS
Test Drive Le Mans,PS
Counter Force,Wii
Monster Jam: Maximum Destruction,GC
Professor Heinz Wolff's Gravity,DS
Fantastic Four: Rise of the Silver Surfer,Wii
Big Air Freestyle,GC
Rimo-Cocoron,PS2
Rugby World Cup 2015,X360
Mike Tyson Heavyweight Boxing,XB
To Love-Ru Trouble Darkness: Battle Ecstasy,PSV
The Berenstain Bears and the Spooky Old Tree,GBA
Lux-Pain,DS
Ford Bold Moves Street Racing,PSP
Cabela's Trophy Bucks,X360
Hakuouki: Bakumatsu Musou Roku,PSP
Mahjong 3D: Warriors of the Emperor,3DS
Hiiro no Kakera DS,DS
March of the Penguins,DS
Rock of the Dead,X360
Arcana Famiglia: La storia della Aracana Famiglia,PSP
Tokyo Ghoul: Jail,PSV
City Life: World Edition,PC
The Misadventures of Tron Bonne,PS
Centipede: Infestation,3DS
Wolfenstein,PC
Hero Bank 2,3DS
Atelier Ayesha: The Alchemist of Dusk,PSV
Brave Story: New Traveller (jp sales),PSP
Black Jack vs. Matsudajun,PS
Arslan: The Warriors of Legend,PS3
SpongeBob SquarePants: Plankton's Robotic Revenge,X360
Wrath Unleashed,XB
Yoru no Nai Kuni,PS3
Garou Densetsu 3: Road to the Final Victory,SAT
Bleach: Soul Carnival,PSP
Double Dragon Advance,GBA
Sesame Street: Elmo's A-to-Zoo Adventure,PC
Family Fortunes,DS
The Bible Game,XB
Inspector Gadget: Gadget's Crazy Maze,PS
World Fantasista,PS2
Yager,XB
Fantastic Four: Rise of the Silver Surfer,DS
Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,DS
Toukiden Kiwami,PSP
Grey's Anatomy: The Video Game,DS
Tropico 3,PC
Looney Tunes: Cartoon Conductor,DS
Avatar: The Game,PC
Futurama,XB
Pool Hall Pro,Wii
Nazo Waku Yakata: Oto no Ma ni Ma ni,3DS
Choro Q 64 2: Hacha Mecha Grand Prix Race,N64
Mighty No. 9,PS4
Plants vs. Zombies: Garden Warfare 2,PC
Ape Escape,PS3
Activision Anthology,GBA
Gray Matter,X360
Thrillville: Off the Rails,DS
LEGO Friends,3DS
Secret Files: Tunguska,PC
Wayne Gretzky's 3D Hockey '98,PS
Nanda's Island,DS
Hakuouki SSL: Sweet School Life,PSV
Trigger Man,XB
Kimi ni Todoke: Tsutaeru Kimochi,DS
Nora to Koku no Koubou: Kiri no Mori no Majo,DS
Bad Boys: Miami Takedown,GC
SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU
Short Track Racing: Trading Paint,PS2
Game no Kanzume Vol 1,SCD
Rat Attack!,PS
Jewel Master: Cradle Of Rome 2,PC
National Geographic Panda (US sales),DS
Sushi Go-Round,DS
Danny Phantom: Urban Jungle,DS
Sotsugyou II: Neo Generation,PS
Summon Night Craft Sword Monogatari: Hajimari no Ishi,GBA
The King of Fighters 2002: Unlimited Match,PS2
Art of Fighting Anthology,PS2
Rapala Trophies,PSP
Phoenix Wright: Revived Turnabout,DS
Mana Khemia: Alchemists of Al-Revis (JP sales),PS2
Runaway: A Twist of Fate,PC
Cheer We Go!,DS
The Tale of Despereaux,Wii
The Hustle: Detroit Streets,PS2
Virtua Fighter CG Portrait Series Vol.6: Lau Chan,SAT
Tomoyo After: It's a Wonderful Life CS Edition,PSP
Guilty Gear XX Accent Core,PS2
Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,DS
Atelier Escha & Logy: Alchemists of the Dusk Sky,PSV
Millipede / Super Breakout / Lunar Lander,GBA
World Trigger: Borderless Mission,PSV
Disney's Donald Duck: Goin' Quackers,GC
RollerCoaster Tycoon,PC
Assault Rigs,PS
Backyard Baseball '09,Wii
World Championship Spelling,DS
Yes! PreCure 5,DS
Bionicle Heroes,Wii
Tom Clancy's HAWX,PC
Exist Archive: The Other Side of the Sky,PSV
Honda ATV Fever,Wii
Operation Flashpoint: Elite,XB
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS4
"Roswell Conspiracies: Aliens, Myths & Legends",PS
Front Mission,DS
Dead Island Definitive Collection,XOne
Sekai no Gohan Shaberu! DS Oryouri Navi,DS
Rugby Challenge 3,PS3
Boktai 2: Solar Boy Django,GBA
Praetorians,PC
Candace Kane's Candy Factory,DS
Nobunaga's Ambition (3DS),3DS
Angelique Duet,PS
Shin Fortune Quest: Sokutaku no Kishi,PS
Resident Evil 6,PC
Crushed Baseball,GBA
Dark Arena,GBA
Just Sing! Vol. 2,DS
Heatseeker,PSP
IL-2 Sturmovik: 1946,PC
Jerry Rice and Nitus' Dog Football,Wii
TOCA Race Driver 2,XB
I.Q. Remix+: Intelligent Qube,PS2
Sébastien Loeb Rally Evo,PS4
Growlanser,PSP
Trollz: Hair Affair!,GBA
Daito Giken Koushiki Pachi-Slot Simulator: Shake II,PS2
Grand Slam,PS
Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,DS
The King of Fighters 2000,PS2
Coraline,DS
FIFA Street 2,DS
M&M's Beach Party,Wii
Dead Head Fred,PSP
D.C.F.S.: Da Capo Four Seasons,PS2
Hyperdimension Neptunia mk2,PSV
Disney's Meet the Robinsons,GC
Hanayori Danshi: Koi Seyo Onago,DS
Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Wii
Puyo Puyo Tetris,PS3
Sonic the Hedgehog 2 (8-bit),GG
FlatOut 2,XB
Rogue Trooper,PS2
Spy Fiction,PS2
R.B.I. Baseball 2016,XOne
Justice League: Chronicles,GBA
Resident Evil Director's Cut,PS3
Doko Demo Issho: Let's Gakkou!,PSP
Monster Trux Arenas: Special Edition,Wii
Conflict: Desert Storm II - Back to Bagdhad,GC
Top Gun,DS
Gem Smashers,3DS
Split/Second,PC
B's-LOG Party♪,PSP
King Arthur,GC
Chicken Shoot,GBA
Dai Senryaku VII: Modern Military Tactics,XB
Gormiti: The Lords of Nature!,Wii
White Album 2: Shiawase no Mukougawa,PS3
Painkiller: Hell & Damnation,PS3
Go Go Ackman 3,SNES
WSC Real 11: World Snooker Championship,X360
Advance Guardian Heroes,GBA
Casual Mania!,DS
Castle of Shikigami III,Wii
Star X,GBA
Jewel Quest 5: The Sleepless Star,PC
Get Up and Dance,PS3
The King of Fighters Kyo,PS
Yowamushi Pedal,3DS
WarTech: Senko no Ronde,X360
Record of Agarest War: Marriage,PSP
San-X Land: Theme Park de Asobou!,DS
Corpse Party: Book of Shadows,PSP
428: Fuusa Sareta Shibuya de,PSP
Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,PS2
Starry ? Sky: After Spring,PSP
Life is Strange,PC
Need for Speed: ProStreet,PC
Naruto Shippuden: Dairansen! Kage Bunshin Emaki,DS
Mechanic Escape,PS3
Pro Evolution Soccer 2016,PC
Twilight Syndrome: Kinjiratera Toshi Densetsu,DS
True Love Story 3,PS2
Little Battlers eXperience W,PSV
The Smurfs,PS
Strike Force Bowling,XB
Chessmaster,GBA
Blood Will Tell: Tezuka Osamu's Dororo,PS2
The Kore Gang,Wii
Red Ninja: End of Honor,PS2
Kanuchi: Shiroki Tsubasa no Shou,PS2
Summer Athletics 2009,X360
SX Superstar,XB
Katekyoo Hitman Reborn! Battle Arena,PSP
Saint Seiya: The Hades,PS2
Saki Portable,PSP
Riding Stables: The Whitakers present Milton and Friends,3DS
Naruto Shippuuden: Shinobi Retsuden III,DS
Metal Gear Solid: Digital Graphic Novel,PSP
Max & the Magic Marker,Wii
Outlaw Tennis,XB
Free Running,Wii
Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,PS3
Barnyard,Wii
SPRay,Wii
No Rules: Get Phat,GBA
Battle Rage,Wii
Zombi Daisuki,DS
Igor: The Game,DS
LEGO Indiana Jones: The Original Adventures,PC
Card Fight!! Vanguard G: Stride to Victory!!,3DS
"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",DS
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,3DS
Challenge Me: Maths Workout,DS
The Invincible Iron Man,GBA
NASCAR 07,XB
Refrain no Chika Meikyuu to Majo no Ryodan,PSV
Dance Dance Revolution Disney Mix,PS
Maken Shao: Demon Sword,PS2
Playmobil Top Agents,DS
The Monkey King: The Legend Begins,Wii
Super Robot Taisen OG Infinite Battle,PS3
Scaler,XB
Attack of the Movies 3D,X360
BeatMania IIDX 16: Empress + Premium Best,PS2
FIFA Soccer 2003 (weekly jp sales),PS2
Emergency Room: Real Life Rescues,DS
High Heat Baseball 2002,PS
Utawarerumono: Futari no Hakuoro,PS4
Puyo Pop Fever,PSP
The Sims 2: Pets,PC
Hana to Ikimo no Rittai Zukan,3DS
Bloody Roar Extreme,XB
Platinum Sudoku,DS
Kamen Rider: Battride War Genesis,PS3
Tennis Masters Series 2003,XB
The Sims Deluxe,PC
Port Royale 2,PC
Amagami,PSV
Duke Nukem Trilogy: Critical Mass,DS
MLB SlugFest 20-04,GC
Pocket Pool,PSP
Jissen Pachislot Hisshouhou! Hokuto no Ken DS,DS
Lise no Atelier: Ordre no Renkinjutsushi,DS
Black & White,PC
NCIS,PC
The Cube,Wii
Company of Heroes: Tales of Valor,PC
Myth Makers: Trixie in Toyland,Wii
NatGeo Challenge! Wild Life,Wii
Breath of Fire III,PSP
Torino 2006,XB
Devil May Cry 4,PC
Amnesia,PSP
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS
Fashion Week Jr. Designer,DS
Jewel Quest Mysteries 2: Trail of the Midnight Heart,DS
Sherlock Holmes: Secret of The Silver Earring,Wii
Metal Slug 4 & 5,XB
Great Battle Full Blast,PSP
Guilty Gear XX Accent Core,Wii
Hitman (2016),PS4
World Poker Tour,PSP
Saint Seiya: Soldiers' Soul,PS3
7 Days to Die,XOne
Digimon Rumble Arena 2,GC
Doki Doki! PreCure Narikiri Life!,3DS
Gravity Falls: Legend of the Gnome Gemulets,3DS
Watashi no Relaxuma,DS
Phantom Kingdom Portable,PSP
Pac-Man World Rally,PSP
Way of the Samurai 2 Portable,PSP
Heroes of Might and Magic V,PC
Mazes of Fate DS,DS
Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,DS
Hellboy: The Science of Evil,PSP
Virtua Tennis 4,PC
Mortimer Beckett and the Secrets of Spooky Manor,Wii
Farm Frenzy 3,PC
GRID,PC
Little Busters! Converted Edition,PSP
Unison: Rebels of Rhythm & Dance,PS2
Ferrari Challenge Trofeo Pirelli,PS3
WTF: Work Time Fun,PSP
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2
Major League Baseball 2K12,PC
B.L.U.E.: Legend of Water,PS
Dark Half,SNES
System 3 presents Ferrari Challenge Trofeo Pirelli,DS
Luxor: Pharaoh's Challenge,Wii
Nitroplus Blasterz: Heroines Infinite Duel,PS4
Imperial Glory,PC
Lionel Trains: On Track,DS
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,DS
Shukufuku no Campanella Portable,PSP
The Wolf Among Us,X360
Sonic PC Collection,PC
Horses 3D,3DS
Yourself Fitness,PS2
Chaos;Head - Love Chu*Chu!,PSP
Lost Planet 3,PC
Paws & Claws: Regal Resort,DS
Hannspree Ten Kate Honda: SBK Superbike World Championship,PSP
Star Trek: Shattered Universe,XB
12Riven: The Psi-Climinal of Integral,PS2
Battle Spirits: Digital Starter,DS
Rise of Nations,PC
Deadliest Warrior: Ancient Combat,X360
WarJetz,PS2
Breeding Stud 2,PS
Banushi Life Game: Winner's Circle,DS
Catwoman,GBA
Gakuen Hetalia Portable,PSP
Gitaroo Man Lives!,PSP
Chibi Maruko-Chan DS: Maru-Chan no Machi,DS
Capcom Fighting Evolution,XB
XCOM 2,PS4
Company of Heroes: Opposing Fronts,PC
Novastorm,PS
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,PSP
PopCap Arcade Vol 1,X360
Dead Ball Zone,PS
NBA in the Zone 2000,N64
Men of War: Vietnam,PC
NBA In The Zone '99,N64
Winning Post World 2010,PS3
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,DS
SWAT: Target Liberty,PSP
OutRun 2006: Coast 2 Coast,PSP
Haunted Casino,SAT
World Series Baseball,SAT
Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,PSV
Aeon Flux,PS2
Chicken Blaster,DS
Summer Challenge: Athletics Tournament,PS3
S.Y.K Renshouden Portable,PSP
Metal Max Returns,SNES
Shattered Union,XB
Off-Road Drive,PC
Hanaoni: Yume no Tsudzuki,PSP
Mat Hoffman's Pro BMX 2,GC
Unchained Blades,3DS
Harley-Davidson: Road Trip,Wii
Gal*Gun,X360
GoGo's Crazy Bones,DS
MLB 2K12 / NBA 2K12 Combo Pack,X360
Grand Theft Auto: Vice City,PC
NHL Hitz Pro,GC
Ookami Kakushi,PSP
Zen-Nippon GT Senshuken,SNES
North American Hunting Extravaganza 2,Wii
City Builder,Wii
PD Ultraman Battle Collection 64,N64
Monaco Grand Prix,N64
Worms Armageddon,N64
Rally Challenge 2000,N64
Looney Tunes Duck Dodgers Starring: Daffy Duck,N64
Superman: Countdown to Apokolips,GBA
Deadly Arts,N64
Kikou Heidan J-Phoenix 2,PS2
Sengoku Musou 3 Z Special,PSP
Dragon's Lair 3D: Return to the Lair,GC
Harukanaru Toki no Naka de 5,PSP
Meteos: Disney Magic,DS
Worms 4: Mayhem,XB
Resident Evil: Operation Raccoon City,PC
Winning Post 7 2012,PSP
Samurai Warriors 2: Empires,X360
Super Black Bass Fishing,DS
Point Blank 2,PS
Who Wants to Be a Millionaire: 3rd Edition,DS
Test Drive: Ferrari Legends,PS3
Saru! Get You! Pipo Saru Senki,PSP
Infamous: First Light,PS4
J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,PSP
Imabikisou,PS3
Logic Machines,DS
One Piece: Burning Blood,XOne
Hakuouki: Reimeiroku Portable,PSP
Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,PS2
Antz Extreme Racing,PS2
Motto TOEIC Test DS Training,DS
Super Robot Gakuen,DS
Atelier Iris 3: Grand Phantasm (JP Sales),PS2
Terraria,XOne
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,3DS
Empire Earth III,PC
Mike Tyson Boxing,GBA
Jojo's Fashion Show: Design in a Dash!,DS
The Legend of Heroes: Trails in the Sky First Chapter,PS3
Go Diego Go!: Safari Rescue,PS2
Deal or No Deal: Special Edition,DS
Clannad,PS2
Nobunaga's Ambition: Sphere of Influence,PS4
Fisherman's Challenge,PS2
Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,PSP
Akko ni Omakase! Brain Shock,DS
Mission: Impossible - Operation Surma,GBA
Guild Wars Trilogy,PC
Patrician IV,PC
Deadliest Warrior: Ancient Combat,PS3
King of Fighters: Maximum Impact Regulation A,PS2
Who Wants to be a Millionaire: 1st Edition,DS
Star Ocean 5: Integrity and Faithlessness,PS3
Date A Live: Rine Utopia,PS3
CSI: Fatal Conspiracy,PC
Durarara!! 3way Standoff: Alley,PSP
Surf's Up,PS3
Fritz Chess,PS3
The Da Vinci Code,XB
Famicom Mini: Clu Clu Land,GBA
Astro Boy: The Video Game,PSP
Metal Slug XX,PSP
Sacred Blaze,PS2
Rollin' Rascals,DS
Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,DS
Thoroughbred Breeder II Plus,PS
Pure Pinball,XB
Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,PSP
Zac to Ombra: Maboroshi no Yuuenchi,DS
Resident Evil: Revelations,PC
Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii
Shadow of the Colossus,PS3
Phantom Breaker,X360
Gummy Bears Mini Golf,Wii
Brothers In Arms DS,DS
Valhalla Knights 2: Battle Stance,PSP
99 no Namida,DS
Clannad,PSP
Cyber Troopers Virtual-On Marz,PS2
Headhunter: Redemption,PS2
Ookami to Koushinryou: Boku to Horo no Ichinen,DS
Bomberman: Act Zero,X360
Stuntman,GBA
Time Travelers,3DS
Burnout Paradise: The Ultimate Box,X360
The Chase: Felix Meets Felicity,DS
Stoked: Big Air Edition,X360
Syndicate Wars,PS
Castlevania: Lords of Shadow 2,PC
Draglade (JP sales),DS
Herc's Adventures,PS
Tiger Woods PGA Tour Golf,GBA
Twin Strike: Operation Thunder,Wii
BlazBlue: Chrono Phantasma Extend,PS3
All Points Bulletin,PC
Romance of the Three Kingdoms 13,PS3
The Movies,PC
SuperCar Challenge,PS3
Dreamfall: The Longest Journey,XB
The Sims 4: Spa Day,PC
Tokimeki Mahjong Paradise: Koi no Tenpai Beat,SAT
Yuki Yuna is a Hero: Memory of the Forest,PSV
JASF: Jane's Advanced Strike Fighters,PC
Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,DS
Blue Roses: Yousei to Aoi Hitomi no Senshitachi,PSP
